PC1,PC2,cluster,Interpretacion
1.8476725943096648,0.8716966617734139,2,Virginica
1.15318980825213,-0.7013261138565754,0,Versicolor
2.2063494971265936,0.5544701049349232,2,Virginica
1.4386854023261821,-0.050010522268885305,2,Virginica
1.8678907025555853,0.2911928017611696,2,Virginica
2.7541967088257526,0.7884322063548457,2,Virginica
0.35837447484166907,-1.56009458397729,0,Versicolor
2.303005898150319,0.409516695221944,2,Virginica
2.001735299218917,-0.7238653593126595,2,Virginica
2.2675545991022683,1.9214429914653564,2,Virginica
1.3659094292022145,0.6939480398041616,2,Virginica
1.59906458565187,-0.42824883590033963,2,Virginica
1.8842518537520747,0.4143327579500845,2,Virginica
1.2530865143775927,-1.167391335245246,0,Versicolor
1.4640615229856235,-0.4441475694791234,0,Versicolor
1.5918093026385292,0.6770353716018523,2,Virginica
1.471280189465544,0.2531924719668159,2,Virginica
2.437378482193508,2.5567573414948037,2,Virginica
3.30914118267608,-0.00236132010208254,2,Virginica
1.253980986690579,-1.7175838442659783,0,Versicolor
2.040496259663039,0.9073987650150538,2,Virginica
0.9739151144704745,-0.5711743763662662,0,Versicolor
2.8980644358432768,0.3977913591718688,2,Virginica
1.3291936913234936,-0.4867605419037241,0,Versicolor
1.704240708519606,1.0141484248357862,2,Virginica
1.9577276617934354,1.003334515429778,2,Virginica
1.171904507987869,-0.31889661731056784,0,Versicolor
1.0197810528162632,0.06554296309664831,2,Virginica
1.7860088612484688,-0.19327279985689114,2,Virginica
1.8647779127074662,0.5553815315789902,2,Virginica
2.4354973914151437,0.24665446806897454,2,Virginica
2.316082411961154,2.626183869022629,2,Virginica
1.8603714258523167,-0.18467239440998298,2,Virginica
1.1112717256759694,-0.29598610243039025,0,Versicolor
1.1974691551180383,-0.8171677419136162,0,Versicolor
2.800949403734029,0.8447481937849755,2,Virginica
1.5801552485205375,1.072474496127123,2,Virginica
1.347044424354802,0.4222559658955467,2,Virginica
0.9234329777663846,0.019230370546893426,0,Versicolor
1.853551984066441,0.6724227289716044,2,Virginica
2.0161572006777595,0.6103970375551135,2,Virginica
1.9031168585994873,0.6860248318586998,2,Virginica
1.15318980825213,-0.7013261138565754,0,Versicolor
2.0433084392878094,0.8646848804720194,2,Virginica
2.001690966934998,1.0485500466234188,2,Virginica
1.8705220714601258,0.38282183762299876,2,Virginica
1.558491890723718,-0.9053136014070663,0,Versicolor
1.5208450639985909,0.2667945748539113,2,Virginica
1.3763911906419284,1.0163619287948864,2,Virginica
0.9592985756160384,-0.022283944660566813,0,Versicolor
